任意期間ダム諸量検索結果
水系名,十勝川
河川名,十勝川
観測所名,十勝ダム
観測所記号,1368010829060
#
#年月日,時刻,流域平均雨量,流域平均雨量属性,貯水量,貯水量属性,流入量,流入量属性,放流量,放流量属性,貯水率,貯水率属性
#属性　$:欠測 -:未受信
#
2016/1/27,14:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,15:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,16:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,17:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,18:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,19:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,20:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,21:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,22:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,23:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/27,24:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/28,01:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/28,02:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/28,03:00,0.0, ,44134, ,0.00, ,0.00, ,58.1, 
2016/1/28,04:00,0.0, ,44134, ,0.55, ,0.00, ,58.1, 
2016/1/28,05:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,06:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,07:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,08:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,09:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,10:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,11:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,12:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,13:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,14:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,15:00,0.0, ,44164, ,0.00, ,0.00, ,58.1, 
2016/1/28,16:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,17:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,18:00,0.0, ,44193, ,8.26, ,0.00, ,58.1, 
2016/1/28,19:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,20:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,21:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,22:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,23:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/28,24:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,01:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,02:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,03:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,04:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,05:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,06:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,07:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,08:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,09:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,10:00,0.0, ,44193, ,0.54, ,0.00, ,58.1, 
2016/1/29,11:00,0.0, ,44193, ,0.00, ,0.00, ,58.1, 
2016/1/29,12:00,0.0, ,44223, ,8.26, ,6.00, ,58.2, 
2016/1/29,13:00,0.0, ,44193, ,0.00, ,23.50, ,58.1, 
2016/1/29,14:00,0.0, ,44074, ,4.12, ,49.60, ,58.0, 
2016/1/29,15:00,0.0, ,43837, ,0.15, ,70.90, ,57.7, 
2016/1/29,16:00,0.0, ,43599, ,0.00, ,70.20, ,57.4, 
2016/1/29,17:00,0.0, ,43332, ,5.26, ,71.50, ,57.0, 
2016/1/29,18:00,0.0, ,43094, ,0.23, ,71.50, ,56.7, 
2016/1/29,19:00,0.0, ,42826, ,0.86, ,71.20, ,56.4, 
2016/1/29,20:00,0.0, ,42559, ,0.98, ,71.60, ,56.0, 
2016/1/29,21:00,0.0, ,42321, ,1.18, ,71.80, ,55.7, 
2016/1/29,22:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/29,23:00,0.0, ,42262, ,1.10, ,0.00, ,55.6, 
2016/1/29,24:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/30,01:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/30,02:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/30,03:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/30,04:00,0.0, ,42262, ,0.00, ,0.00, ,55.6, 
2016/1/30,05:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,06:00,0.0, ,42291, ,8.26, ,0.00, ,55.6, 
2016/1/30,07:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,08:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,09:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,10:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,11:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,12:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,13:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,14:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,15:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,16:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,17:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,18:00,0.0, ,42291, ,0.00, ,0.00, ,55.6, 
2016/1/30,19:00,0.0, ,42321, ,0.83, ,0.00, ,55.7, 
2016/1/30,20:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/30,21:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/30,22:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/30,23:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/30,24:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,01:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,02:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,03:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,04:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,05:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,06:00,0.0, ,42321, ,0.00, ,0.00, ,55.7, 
2016/1/31,07:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,08:00,0.0, ,42351, ,8.26, ,0.00, ,55.7, 
2016/1/31,09:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,10:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,11:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,12:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,13:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,14:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,15:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,16:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,17:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,18:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,19:00,0.0, ,42351, ,0.00, ,0.00, ,55.7, 
2016/1/31,20:00,0.0, ,42380, ,0.65, ,0.00, ,55.8, 
2016/1/31,21:00,0.0, ,42380, ,0.00, ,0.00, ,55.8, 
2016/1/31,22:00,0.0, ,42380, ,0.00, ,0.00, ,55.8, 
2016/1/31,23:00,0.0, ,42380, ,0.00, ,0.00, ,55.8, 
2016/1/31,24:00,0.0, ,42380, ,0.00, ,0.00, ,55.8,
